tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=8_m=1_instance_0_0.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=8_0.vnnlib,12.957222234,unsat,4.271792571
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=8_m=1_instance_0_1.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=8_1.vnnlib,11.767180366,unsat,4.249263267
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=8_m=1_instance_0_2.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=8_2.vnnlib,11.105225859,sat,3.644369150
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=8_m=1_instance_0_3.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=8_3.vnnlib,12.093484998,unsat,4.222794579
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=16_m=1_instance_1_0.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=16_0.vnnlib,11.323632169,sat,3.672563063
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=16_m=1_instance_1_1.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=16_1.vnnlib,11.467710480,sat,3.851896091
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=16_m=1_instance_1_2.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=16_2.vnnlib,11.310390776,sat,3.670318216
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=16_m=1_instance_1_3.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=16_3.vnnlib,11.278683573,sat,3.680412912
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=24_m=1_instance_2_0.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=24_0.vnnlib,11.791632144,sat,3.782035704
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=24_m=1_instance_2_1.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=24_1.vnnlib,12.306604846,unsat,4.792213049
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=24_m=1_instance_2_2.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=24_2.vnnlib,12.242832021,unsat,4.590079702
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=24_m=1_instance_2_3.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=24_3.vnnlib,12.296289843,unsat,5.851100002
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=32_m=1_instance_3_0.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=32_0.vnnlib,13.262077991,sat,4.079639152
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=32_m=1_instance_3_1.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=32_1.vnnlib,13.971682365,unsat,5.217623210
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=32_m=1_instance_3_2.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=32_2.vnnlib,13.806597601,unsat,4.882561991
tllverifybench,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=32_m=1_instance_3_3.onnx,/home/rafael/repos/VFProject/alpha-beta-CROWN/vnncomp2023_benchmarks/benchmarks/tllverifybench/vnnlib/property_N=32_3.vnnlib,13.398128324,sat,4.002696371
